timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1.68303E+12,2101,TestCase1,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-19,text,TRUE,,79207,206,28,28,https://api.tfl.gov.uk/Journey/JourneyResults/Staines%20Bus%20Station/to/London%20Bridge?from=TW184LY&to=EC4R3AE,1974,0,104
1.68303E+12,2101,TestCase1,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-18,text,TRUE,,79207,206,28,28,https://api.tfl.gov.uk/Journey/JourneyResults/Staines%20Bus%20Station/to/London%20Bridge?from=TW184LY&to=EC4R3AE,1962,0,155
1.68303E+12,2120,TestCase1,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-1,text,TRUE,,79207,206,28,28,https://api.tfl.gov.uk/Journey/JourneyResults/Staines%20Bus%20Station/to/London%20Bridge?from=TW184LY&to=EC4R3AE,2088,0,117
1.68303E+12,2182,TestCase1,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-14,text,TRUE,,79207,206,28,28,https://api.tfl.gov.uk/Journey/JourneyResults/Staines%20Bus%20Station/to/London%20Bridge?from=TW184LY&to=EC4R3AE,2152,0,142
1.68303E+12,2186,TestCase1,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-12,text,TRUE,,79207,206,28,28,https://api.tfl.gov.uk/Journey/JourneyResults/Staines%20Bus%20Station/to/London%20Bridge?from=TW184LY&to=EC4R3AE,2123,0,168
1.68303E+12,2211,TestCase1,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-17,text,TRUE,,79197,206,28,28,https://api.tfl.gov.uk/Journey/JourneyResults/Staines%20Bus%20Station/to/London%20Bridge?from=TW184LY&to=EC4R3AE,2120,0,124
1.68303E+12,231,TestCase1,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-28,text,TRUE,,79207,206,28,28,https://api.tfl.gov.uk/Journey/JourneyResults/Staines%20Bus%20Station/to/London%20Bridge?from=TW184LY&to=EC4R3AE,175,0,122
1.68303E+12,2257,TestCase1,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-25,text,TRUE,,79207,206,28,28,https://api.tfl.gov.uk/Journey/JourneyResults/Staines%20Bus%20Station/to/London%20Bridge?from=TW184LY&to=EC4R3AE,2224,0,160
1.68303E+12,2261,TestCase1,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-9,text,TRUE,,79207,206,28,28,https://api.tfl.gov.uk/Journey/JourneyResults/Staines%20Bus%20Station/to/London%20Bridge?from=TW184LY&to=EC4R3AE,2229,0,142
1.68303E+12,1423,TestCase2,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-20,text,TRUE,,90869,268,29,29,"https://api.tfl.gov.uk/Journey/JourneyResults/Wembley%20Central,%20Wembley%20Central%20Station/to/Ashford%20(Surrey)%20Rail%20Station/?date=20230504&time=1100&timeis=Arriving",1363,0,0
1.68303E+12,1435,TestCase2,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-7,text,TRUE,,90869,268,29,29,"https://api.tfl.gov.uk/Journey/JourneyResults/Wembley%20Central,%20Wembley%20Central%20Station/to/Ashford%20(Surrey)%20Rail%20Station/?date=20230504&time=1100&timeis=Arriving",1371,0,0
1.68303E+12,1902,TestCase2,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-4,text,TRUE,,90859,268,29,29,"https://api.tfl.gov.uk/Journey/JourneyResults/Wembley%20Central,%20Wembley%20Central%20Station/to/Ashford%20(Surrey)%20Rail%20Station/?date=20230504&time=1100&timeis=Arriving",1869,0,0
1.68303E+12,1429,TestCase2,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-1,text,TRUE,,90869,268,29,29,"https://api.tfl.gov.uk/Journey/JourneyResults/Wembley%20Central,%20Wembley%20Central%20Station/to/Ashford%20(Surrey)%20Rail%20Station/?date=20230504&time=1100&timeis=Arriving",1404,0,0
1.68303E+12,2055,TestCase2,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-2,text,TRUE,,90871,268,30,30,"https://api.tfl.gov.uk/Journey/JourneyResults/Wembley%20Central,%20Wembley%20Central%20Station/to/Ashford%20(Surrey)%20Rail%20Station/?date=20230504&time=1100&timeis=Arriving",1923,0,0
1.68303E+12,2057,TestCase2,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-5,text,TRUE,,90871,268,30,30,"https://api.tfl.gov.uk/Journey/JourneyResults/Wembley%20Central,%20Wembley%20Central%20Station/to/Ashford%20(Surrey)%20Rail%20Station/?date=20230504&time=1100&timeis=Arriving",1908,0,0
1.68303E+12,2057,TestCase2,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-19,text,TRUE,,90871,268,30,30,"https://api.tfl.gov.uk/Journey/JourneyResults/Wembley%20Central,%20Wembley%20Central%20Station/to/Ashford%20(Surrey)%20Rail%20Station/?date=20230504&time=1100&timeis=Arriving",1914,0,0
1.68303E+12,2064,TestCase2,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-18,text,TRUE,,90871,268,30,30,"https://api.tfl.gov.uk/Journey/JourneyResults/Wembley%20Central,%20Wembley%20Central%20Station/to/Ashford%20(Surrey)%20Rail%20Station/?date=20230504&time=1100&timeis=Arriving",1908,0,0
1.68303E+12,2093,TestCase2,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-27,text,TRUE,,90871,268,30,30,"https://api.tfl.gov.uk/Journey/JourneyResults/Wembley%20Central,%20Wembley%20Central%20Station/to/Ashford%20(Surrey)%20Rail%20Station/?date=20230504&time=1100&timeis=Arriving",1999,0,0
1.68303E+12,2093,TestCase2,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-16,text,TRUE,,90872,268,30,30,"https://api.tfl.gov.uk/Journey/JourneyResults/Wembley%20Central,%20Wembley%20Central%20Station/to/Ashford%20(Surrey)%20Rail%20Station/?date=20230504&time=1100&timeis=Arriving",2005,0,0
1.68303E+12,2503,TestCase2,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-11,text,TRUE,,90872,268,30,30,"https://api.tfl.gov.uk/Journey/JourneyResults/Wembley%20Central,%20Wembley%20Central%20Station/to/Ashford%20(Surrey)%20Rail%20Station/?date=20230504&time=1100&timeis=Arriving",2437,0,0
1.68303E+12,2532,TestCase2,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-10,text,TRUE,,90871,268,30,30,"https://api.tfl.gov.uk/Journey/JourneyResults/Wembley%20Central,%20Wembley%20Central%20Station/to/Ashford%20(Surrey)%20Rail%20Station/?date=20230504&time=1100&timeis=Arriving",2352,0,0
